Days for shipment (scheduled),Order Region,order month,Order Status,order hour,order day,city risk score,category risk score,Shipping Mode,Market,Order Item Total,actual_late_risk,predicted_late_risk
1,12,3,7,4,4,0.5852534562211982,0.5515294974508376,0,2,-1.202212555525176,1,1
2,18,6,2,14,5,0.550063371356147,0.5448619976625011,2,4,-0.5399517286051377,1,1
4,10,6,2,5,2,0.3475177304964539,0.5564681724845996,3,1,-1.169974207195538,0,0
4,3,5,2,12,1,0.5736040609137056,0.5449667654360535,3,2,2.5977485306904966,0,0
4,7,2,6,14,0,0.43283582089552236,0.56957928802589,3,3,-0.9744615041786144,1,1
4,17,6,2,19,4,0.6398601398601399,0.5474660586589284,3,1,-0.7926104970435356,1,1
1,3,1,2,2,4,0.6906077348066298,0.5528726061615321,0,2,-0.33827457102359154,1,1
1,6,7,8,2,1,0.6039603960396039,0.5480694980694981,0,4,0.09065390229874658,0,0
2,1,3,1,12,6,0.5555555555555556,0.5515294974508376,2,2,-0.21948418420823293,1,1
4,21,5,2,17,2,0.5443330763299923,0.5497128426540671,3,4,-0.5558626790941248,1,1
1,3,1,1,18,2,0.6053811659192825,0.5492640692640692,0,2,1.2068341773147726,1,1
1,20,11,6,11,3,0.3695652173913043,0.5474660586589284,0,3,0.09007071874654414,1,1
4,14,4,6,17,4,0.44808743169398907,0.5455669122890421,3,4,-0.27579713450598353,0,0
4,20,12,0,15,4,0.3949579831932773,0.5455669122890421,3,3,-0.8255985758609338,0,0
2,3,4,2,8,2,0.6511627906976745,0.5515294974508376,2,2,-0.2661339268357248,0,0
2,22,8,1,4,3,0.7272727272727273,0.5474660586589284,2,1,-0.9008213992651375,1,1
2,22,9,1,1,1,0.3333333333333333,0.5497128426540671,2,1,0.2736711496673829,0,1
4,12,2,6,23,0,0.6666666666666666,0.5457627118644067,3,2,-1.406722040639353,1,0
2,20,10,2,5,0,0.2916666666666667,0.5455669122890421,2,3,-0.7089740276947323,0,0
4,11,4,2,7,4,0.5970695970695971,0.5449667654360535,3,3,-0.8256818969365192,1,0
4,11,1,2,4,0,0.5664939550949913,0.5448619976625011,3,3,-0.5724400080897812,0,0
2,3,3,3,4,4,0.5499405469678954,0.5515294974508376,2,2,-0.07620249483122186,1,1
4,11,4,3,18,4,0.5862068965517241,0.5455669122890421,3,3,-0.8589198753369914,0,0
4,7,2,1,6,4,0.5258620689655172,0.5497128426540671,3,3,-1.050600636578067,1,0
2,15,2,2,5,5,0.5813953488372093,0.5449667654360535,2,3,0.47376546138753495,1,1
4,7,1,1,18,1,0.5112359550561798,0.5474660586589284,3,3,-1.1173265566057675,0,0
2,22,9,7,4,6,1.0,0.5497128426540671,2,1,-0.1310994323497952,1,1
2,18,6,2,10,4,0.5,0.5448619976625011,2,4,-0.46414578479259405,1,1
2,7,2,2,23,2,0.5947955390334573,0.5453419768373516,2,3,0.9735850809823694,1,1
4,3,1,5,5,1,0.4181184668989547,0.5453419768373516,3,2,0.6487024110908078,0,0
4,3,1,5,22,1,0.5418060200668896,0.5449667654360535,3,2,0.5237474106016213,0,0
4,22,6,2,16,2,0.4426229508196721,0.5480694980694981,3,1,-0.27588039193788694,1,1
0,3,4,2,3,0,0.5499405469678954,0.5480694980694981,1,2,0.05733260282268898,0,0
2,11,11,2,7,3,0.6,0.5696629213483146,2,3,-0.9320601175239415,1,1
4,15,11,5,23,1,0.5495495495495496,0.5626477541371159,3,3,-0.6186733369368183,0,0
4,18,8,1,15,2,0.4935064935064935,0.5448619976625011,3,4,-0.5020487887706166,0,0
4,11,3,6,22,2,0.5150784077201448,0.5448619976625011,3,3,-0.46414578479259405,0,0
4,22,8,7,2,0,0.3333333333333333,0.5449667654360535,3,1,1.7398081999929789,0,0
1,15,2,5,21,0,0.5294117647058824,0.5474660586589284,0,3,-0.5261234226438732,1,1
1,3,2,6,19,1,0.5941422594142259,0.5453419768373516,0,2,0.673693385697851,1,1
4,3,5,6,18,3,0.5303776683087028,0.5455669122890421,3,2,0.12405845920670756,1,1
4,21,5,0,9,2,0.5443330763299923,0.5480694980694981,3,4,-0.009309996129426202,0,0
1,0,12,7,17,5,0.7222222222222222,0.5448619976625011,0,4,-0.6374165678921005,1,1
1,0,1,5,4,0,0.5348837209302325,0.5480694980694981,0,4,-0.27588039193788694,1,1
1,9,9,3,2,6,0.5833333333333334,0.5474660586589284,0,0,0.2233559166507745,1,1
4,1,3,2,22,2,0.7391304347826086,0.5448619976625011,3,2,-0.6590753992230182,1,1
4,15,1,2,1,4,0.5294117647058824,0.5497128426540671,3,3,-0.7058085271529001,0,1
4,21,4,7,8,0,1.0,0.5480694980694981,3,4,-0.07595259508154138,1,1
4,20,12,2,1,0,0.6141732283464567,0.5448619976625011,3,3,-0.5182928964411876,0,0
4,17,8,3,16,1,0.38235294117647056,0.5497128426540671,3,1,-1.050600636578067,0,0
4,3,6,8,8,4,0.592948717948718,0.5497128426540671,3,2,-0.056126508528665624,0,0
4,3,4,2,3,5,0.55627425614489,0.5455669122890421,3,2,-0.4007520075411995,0,0
4,19,11,2,2,6,0.5830258302583026,0.5474660586589284,3,0,-0.1597557698919844,0,1
1,18,6,2,21,1,0.5942857142857143,0.5696629213483146,0,4,-0.7176375732224061,1,1
4,12,3,7,10,0,0.5670498084291188,0.5448619976625011,3,2,-0.5020487887706166,1,0
4,11,3,2,23,6,0.3191489361702128,0.5515294974508376,3,3,-0.3261122409016538,1,1
4,1,5,7,20,6,0.477112676056338,0.5455669122890421,3,2,-0.3445223146753523,0,0
4,3,5,2,15,6,0.5736040609137056,0.5448619976625011,3,2,-0.4749752329463198,1,1
4,12,3,1,8,2,0.5826446280991735,0.5474660586589284,3,2,-0.4386550115192221,1,1
4,5,10,5,22,6,0.2786885245901639,0.5448619976625011,3,0,-0.6265871197383748,0,0
4,22,6,6,18,5,0.46551724137931033,0.5492640692640692,3,1,1.3734406746950605,0,0
4,3,4,7,0,6,0.5491419656786272,0.5492640692640692,3,2,1.6733323699795788,0,0
1,1,3,1,5,2,0.550429669832655,0.5480694980694981,0,2,0.07399325256071777,1,1
4,18,4,6,20,5,0.45910290237467016,0.5453419768373516,3,4,0.923603131768283,1,0
4,22,8,6,20,5,0.2,0.5515294974508376,3,1,-0.19282704299742343,0,0
4,3,4,5,22,3,0.5283230510375772,0.5528726061615321,3,2,-0.828097698729129,1,0
4,19,8,5,20,2,0.53156146179402,0.5453419768373516,3,0,0.673693385697851,1,1
4,12,6,2,19,5,0.49411764705882355,0.5453419768373516,3,2,0.8486302079471534,1,1
0,3,3,6,20,6,0.4856115107913669,0.5448619976625011,1,2,-0.44248688931817487,1,1
2,10,9,6,15,1,0.5661331086773378,0.5455669122890421,2,1,0.3698030428426323,1,1
4,3,4,5,17,1,0.5491419656786272,0.5455669122890421,3,2,-0.33827457102359154,0,0
1,3,5,2,8,4,0.5283230510375772,0.5608365019011406,0,2,-0.48588793769891647,1,1
4,1,3,2,19,6,0.5555555555555556,0.5453419768373516,3,2,0.6487024110908078,1,0
1,1,3,3,18,1,0.4382716049382716,0.5497128426540671,0,2,-1.0705934290090984,1,1
4,8,12,1,19,4,0.7592592592592593,0.5455669122890421,3,1,-1.1129947838419305,0,0
2,20,11,1,0,2,0.6417910447761194,0.5492640692640692,2,3,1.2734767762668877,1,1
4,22,8,3,13,4,0.0,0.5448619976625011,3,1,-0.6049282875744245,0,0
1,18,8,7,17,1,1.0,0.5474660586589284,0,4,-0.3637653451299959,1,1
4,10,9,2,6,6,0.5573770491803278,0.5474660586589284,3,1,-1.1214917190402747,1,0
2,21,5,2,14,0,0.5277777777777778,0.5492640692640692,2,4,1.6733323699795788,1,1
1,12,3,7,21,0,0.5826446280991735,0.5515294974508376,0,2,0.09032061766319219,1,1
4,10,9,6,23,3,0.5373134328358209,0.5455669122890421,3,1,-0.31328359641654835,0,1
4,22,6,2,4,1,0.5604395604395604,0.5455669122890421,3,1,-0.6923133779567034,1,1
4,18,6,6,0,1,0.5942857142857143,0.5453419768373516,3,4,0.5737293598157077,0,0
4,3,4,2,14,2,0.5885462555066079,0.56957928802589,3,2,-0.6989776632594058,1,0
1,3,5,2,19,5,0.5683453237410072,0.5449667654360535,0,2,2.5144452820003527,1,1
4,3,1,6,19,4,0.41509433962264153,0.5358306188925082,3,2,-0.8006076012538906,1,0
4,7,12,2,5,3,0.5,0.5448619976625011,3,3,-0.6374165678921005,0,1
4,3,6,6,5,3,0.5499405469678954,0.5448619976625011,3,2,-0.5020487887706166,0,0
4,3,2,2,4,3,0.5668449197860963,0.5474660586589284,3,2,0.14005266796063054,1,1
4,19,10,7,22,2,0.53156146179402,0.5449667654360535,3,0,1.7398081999929789,0,0
4,17,7,7,19,0,0.5121951219512195,0.5474660586589284,3,1,0.12339201822260173,0,0
2,3,4,5,12,0,0.55627425614489,0.5448619976625011,2,2,-0.48580461695654414,1,1
0,12,3,2,2,3,0.5826446280991735,0.5448619976625011,1,2,-0.5724400080897812,0,0
4,21,8,2,23,2,0.5230352303523035,0.5474660586589284,3,4,-0.5011324480368301,1,0
4,5,12,6,21,4,0.5185185185185185,0.5474660586589284,3,0,-1.1319046251265428,0,0
4,20,12,2,6,6,0.7647058823529411,0.5455669122890421,3,3,-0.19249388581583954,0,0
1,3,2,2,22,4,0.5491419656786272,0.5358306188925082,0,2,-1.3170877431327832,1,1
4,18,6,2,3,4,0.5942857142857143,0.5474660586589284,3,4,-0.02647057198775403,1,0
4,9,9,2,4,3,0.43450479233226835,0.5515294974508376,3,0,-1.2088768090893405,0,0
2,15,2,6,21,1,0.72,0.5455669122890421,2,3,-1.183802545228553,1,1
4,7,2,1,21,1,0.4148936170212766,0.5497128426540671,3,3,-0.6458301501930183,1,0
4,9,10,2,15,5,0.34146341463414637,0.5492640692640692,3,0,1.3067980757429454,0,0
2,11,12,6,23,5,0.5569272976680384,0.5515294974508376,2,3,-0.07620249483122186,0,0
4,9,12,5,20,6,0.6451612903225806,0.5480694980694981,3,0,-0.05929194534351259,1,1
4,15,1,6,9,0,0.5970149253731343,0.5500945179584121,3,3,-1.4407097654385057,0,0
1,1,2,8,16,1,0.550429669832655,0.5455669122890421,0,2,-1.2129586822701033,0,0
2,10,8,2,18,0,0.44155844155844154,0.5492640692640692,2,1,1.2068341773147726,1,1
2,22,9,6,11,6,0.5757575757575758,0.5492640692640692,2,1,1.24015547679083,1,1
2,3,3,6,14,4,0.5283230510375772,0.5626168224299065,2,2,-1.1924660907562266,1,1
2,17,6,2,2,0,0.5374507227332457,0.5480694980694981,2,1,-0.009309996129426202,1,1
4,16,8,3,10,0,0.5492227979274611,0.5448619976625011,3,0,-0.583269456243507,1,1
4,22,9,5,19,3,0.46496815286624205,0.5515294974508376,3,1,-0.3527693821124633,1,0
1,10,8,6,23,3,0.5661331086773378,0.5448619976625011,0,1,-0.550781175925831,1,1
1,18,8,5,11,5,0.7246376811594203,0.5448619976625011,0,4,-0.5020487887706166,1,1
2,13,12,2,5,4,0.6818181818181818,0.5448619976625011,2,3,-0.7132225112048247,1,1
4,18,4,6,21,2,0.512,0.5497128426540671,3,4,-0.5558626790941248,1,0
2,8,10,1,14,0,0.3,0.5448619976625011,2,1,-0.48580461695654414,0,0
4,21,7,5,23,6,0.5443330763299923,0.5448619976625011,3,4,-0.44248688931817487,0,0
2,12,2,7,2,3,0.6388888888888888,0.5696629213483146,2,2,-0.6405820680174164,1,1
4,22,9,6,3,3,0.5590551181102362,0.5626168224299065,3,1,0.5988037193086249,1,0
4,22,7,1,4,2,0.581888246628131,0.5515294974508376,3,1,-0.8790792462755117,0,0
4,21,5,2,1,5,0.5443330763299923,0.5474660586589284,3,4,-1.1131613941712604,0,0
4,15,1,1,20,1,0.5606361829025845,0.5429594272076372,3,3,-1.2173737442876846,0,0
4,17,8,2,15,2,0.41627906976744183,0.5448619976625011,3,1,-0.5182928964411876,0,0
4,11,12,6,9,2,0.488272921108742,0.5474660586589284,3,3,-1.1839691555578826,0,0
2,3,5,2,22,4,0.5885462555066079,0.5449667654360535,2,2,0.6486190262049342,1,1
1,13,9,4,9,4,0.6274509803921569,0.5453419768373516,0,3,0.34889397323819293,1,1
2,10,8,2,7,2,0.5607476635514018,0.5474660586589284,2,1,-0.3886730623051357,1,1
4,12,2,2,22,3,0.47023809523809523,0.5480694980694981,3,2,0.04900227795367459,0,0
4,22,6,3,21,2,0.5268595041322314,0.5492640692640692,3,1,1.7066536694556365,0,0
2,3,2,2,7,3,0.5492957746478874,0.5480694980694981,2,2,0.07399325256071777,1,1
4,21,5,3,15,5,0.5443330763299923,0.5448619976625011,3,4,-0.583269456243507,1,0
4,22,9,6,19,0,0.46153846153846156,0.5492640692640692,3,1,1.573368471551406,0,0
4,13,12,2,11,5,0.42424242424242425,0.5453419768373516,3,3,0.798648258733067,0,0
2,20,1,8,7,0,0.55,0.5474660586589284,2,3,0.07341006900851534,0,0
2,22,8,2,13,1,0.40336134453781514,0.5448619976625011,2,1,-0.6049282875744245,1,1
4,15,11,2,16,0,0.554670528602462,0.5714285714285714,3,3,0.2985787393885521,1,0
4,22,8,2,22,2,0.581888246628131,0.5448619976625011,3,1,-0.4749752329463198,0,0
1,3,5,5,9,3,0.6153846153846154,0.5492640692640692,0,2,1.6733323699795788,1,1
0,3,2,2,23,5,0.6549707602339181,0.5480694980694981,1,2,0.04900227795367459,1,1
0,3,2,2,11,2,0.5,0.5497128426540671,1,2,0.41362050583686133,0,0
1,22,9,2,21,2,0.7446808510638298,0.5497128426540671,0,1,0.4735989465237284,1,1
4,10,10,7,18,4,0.5217391304347826,0.5492640692640692,3,1,1.1401915783626573,0,0
4,5,9,1,4,3,0.43333333333333335,0.5453419768373516,3,0,0.5237474106016213,0,0
4,22,8,2,3,2,0.5190839694656488,0.5474660586589284,3,1,0.09007071874654414,0,0
1,12,4,6,14,6,0.5670498084291188,0.5448619976625011,0,2,-0.5020487887706166,1,1
4,22,6,2,6,3,0.5120828538550057,0.5553435114503816,3,1,0.024094560778534793,0,0
4,11,2,7,20,5,0.519280205655527,0.5455669122890421,3,3,0.4947579158778483,1,1
4,11,3,6,17,4,0.5510204081632653,0.5497128426540671,3,3,0.17379050867111348,0,0
1,13,2,1,3,6,0.7692307692307693,0.5497128426540671,0,3,-0.5958482009789319,1,1
2,6,4,2,18,2,0.6039603960396039,0.5515294974508376,2,4,-1.2804343168746435,1,1
1,22,6,3,8,1,0.3958333333333333,0.5474660586589284,0,1,0.2441817288233105,1,1
4,22,5,2,15,6,0.7241379310344828,0.5448619976625011,3,1,-0.583269456243507,1,1
4,12,1,6,9,5,0.6547619047619048,0.5492640692640692,3,2,1.7732962684077516,0,0
4,18,7,6,7,1,0.48663101604278075,0.5474660586589284,3,4,0.2857500957364791,0,0
4,22,6,2,16,6,0.6428571428571429,0.5448619976625011,3,1,-0.583269456243507,0,1
0,19,10,2,8,4,0.3783783783783784,0.5474660586589284,1,0,-0.7259678980914205,0,0
4,8,9,6,4,4,0.475,0.5448619976625011,3,1,-0.5399517286051377,1,0
4,21,8,1,4,1,0.5443330763299923,0.5448619976625011,3,4,-0.4966340642772374,0,0
4,15,1,2,6,2,0.5073170731707317,0.5455669122890421,3,3,0.09073715973064998,0,0
4,11,3,6,22,2,0.5150784077201448,0.5608365019011406,3,3,-1.2908472229609114,0,0
4,18,6,6,0,0,0.7439024390243902,0.5453419768373516,3,4,0.8986121571612398,1,1
4,12,2,4,17,4,0.2982456140350877,0.5497128426540671,3,2,-0.7258012559402498,0,0
4,1,4,5,18,3,0.534965034965035,0.5448619976625011,3,2,-0.5020487887706166,0,0
4,3,1,6,1,2,0.5941422594142259,0.5497128426540671,3,2,-0.2210668393051875,1,1
4,3,3,7,6,5,0.5418060200668896,0.5480694980694981,3,2,0.05733260282268898,0,0
4,13,1,7,10,3,0.3181818181818182,0.5449667654360535,3,3,1.7398081999929789,0,0
4,14,5,2,10,3,0.5309090909090909,0.5455669122890421,3,4,-0.4632294440588075,1,1
1,3,5,2,14,5,0.42857142857142855,0.5474660586589284,0,2,-0.4011685496086573,1,1
1,22,8,6,16,4,0.5604395604395604,0.5579268292682927,0,1,0.31107422669207374,1,1
2,3,3,2,12,5,0.535796766743649,0.5448619976625011,2,2,-0.46414578479259405,1,0
1,3,3,7,16,1,0.6447368421052632,0.5497128426540671,0,2,0.2736711496673829,1,1
4,12,2,2,15,5,0.6666666666666666,0.5455669122890421,3,2,0.07407650999262118,1,0
4,10,8,5,9,6,0.5327102803738317,0.5474660586589284,3,1,0.10673136848457293,1,0
4,11,3,1,4,6,0.5652173913043478,0.5453419768373516,3,3,0.598720334422751,0,1
4,22,8,2,17,6,0.6194029850746269,0.5453419768373516,3,1,0.598720334422751,1,1
4,6,6,2,21,2,0.572661217075386,0.5515294974508376,3,4,-0.23281262735966718,0,0
1,3,3,2,15,2,0.632,0.5480694980694981,0,2,0.14063585151283295,1,1
4,14,7,6,13,3,0.45910290237467016,0.5497128426540671,3,4,-1.053099759446262,0,0
4,10,10,1,19,4,0.49206349206349204,0.5474660586589284,3,1,0.14005266796063054,0,0
1,10,8,4,1,0,0.6666666666666666,0.5449667654360535,0,1,0.9735016960964957,1,1
4,3,4,5,15,6,0.628032345013477,0.5515294974508376,3,2,-0.7757832051543362,1,1
4,1,6,3,11,1,0.5240963855421686,0.5626168224299065,3,2,0.44261012801460486,0,0
4,6,8,2,0,4,0.572661217075386,0.5515294974508376,3,4,-0.6159243139024262,1,0
4,0,12,2,4,3,0.4594594594594595,0.5497128426540671,3,4,-0.2809618951061807,0,0
2,17,9,2,7,1,0.8888888888888888,0.5449667654360535,2,1,0.12389181688893025,1,1
0,3,4,6,17,5,0.5418060200668896,0.5696629213483146,1,2,-1.3421620229044913,1,1
4,22,7,3,14,5,0.525,0.5497128426540671,3,1,0.8483803081974729,0,0
1,15,3,1,3,6,0.53125,0.5474660586589284,0,3,-0.7259678980914205,1,1
4,22,7,2,16,2,0.5111111111111111,0.5613636363636364,3,1,-0.488303739408223,1,0
1,12,5,2,13,6,0.5789473684210527,0.5497128426540671,0,2,-1.1105789819660177,1,1
4,3,3,7,4,2,0.5836734693877551,0.5497128426540671,3,2,-0.6758193063929504,1,1
4,3,3,6,21,0,0.5190615835777126,0.5453419768373516,3,2,0.7236753349119374,0,0
1,10,8,1,23,2,0.4387755102040816,0.5455669122890421,0,1,-0.7756166266468474,1,1
4,17,6,2,10,0,0.4482758620689655,0.5608365019011406,3,1,-1.145566352830228,1,0
1,22,10,6,6,0,0.4318181818181818,0.5453419768373516,0,1,0.7236753349119374,1,1
2,22,8,6,20,1,0.6162790697674418,0.5449667654360535,2,1,-0.7090573487703176,1,1
4,22,6,5,5,6,0.5120828538550057,0.5474660586589284,3,1,-0.5011324480368301,0,0
1,15,1,6,15,0,0.5606361829025845,0.5474660586589284,0,3,-0.1430951201539556,1,1
0,21,5,1,13,1,0.8148148148148148,0.5515294974508376,1,4,-0.9590503522726529,1,1
2,19,12,2,10,1,0.6449704142011834,0.5448619976625011,2,0,-0.6590753992230182,1,1
4,13,9,2,21,0,0.35294117647058826,0.5448619976625011,3,3,-0.6590753992230182,1,0
4,3,5,7,19,3,0.08333333333333333,0.5457627118644067,3,2,-0.8859101100857029,0,0
4,10,9,5,3,4,0.5373134328358209,0.5480694980694981,3,1,-0.12593454429562778,0,0
0,21,7,6,9,5,0.36923076923076925,0.5448619976625011,1,4,-0.48580461695654414,0,0
1,3,5,6,18,0,0.7619047619047619,0.5453419768373516,0,2,0.7486663095189806,1,1
4,11,1,5,3,3,0.5569272976680384,0.5449667654360535,3,3,0.5237474106016213,1,0
0,3,4,6,6,5,0.5499405469678954,0.5497128426540671,1,2,-1.050600636578067,0,0
4,12,4,5,11,0,1.0,0.5497128426540671,3,2,0.17379050867111348,1,1
4,7,1,2,0,0,0.5947955390334573,0.5453419768373516,3,3,0.9735850809823694,0,0
2,22,8,7,15,4,0.43333333333333335,0.5480694980694981,2,1,-0.05929194534351259,1,1
4,13,12,2,3,6,0.5483870967741935,0.5474660586589284,3,3,0.5564022690935732,0,0
0,2,1,2,12,6,0.49333333333333335,0.5474660586589284,1,0,-0.19299368531520075,1,1
2,3,3,7,3,5,0.5411051212938005,0.5492640692640692,2,2,1.4067619741711181,1,1
4,3,4,3,21,4,0.5487804878048781,0.5497128426540671,3,2,-0.17608313582749124,1,0
4,3,5,7,17,6,0.4846715328467153,0.5480694980694981,3,2,0.05733260282268898,0,0
2,15,11,3,3,6,0.2608695652173913,0.5497128426540671,2,3,0.3936277769662085,0,0
4,15,2,6,21,3,0.5454545454545454,0.5492640692640692,3,3,1.573368471551406,1,0
2,11,1,1,10,3,0.5380710659898477,0.5546218487394958,2,3,1.0957076735512898,0,1
1,7,1,6,15,1,0.7333333333333333,0.5455669122890421,0,3,0.34897723067009634,1,1
4,11,3,2,7,1,0.5492957746478874,0.5515294974508376,3,3,-1.2521945047392624,1,0
4,22,8,6,5,2,0.90625,0.5492640692640692,3,1,1.739974968931694,1,1
4,3,5,7,4,4,0.5492957746478874,0.5492640692640692,3,2,1.1401915783626573,1,1
4,3,4,6,22,2,0.5533333333333333,0.5453419768373516,3,2,0.8486302079471534,1,1
4,17,9,2,5,0,0.5204359673024523,0.5492640692640692,3,1,1.8066175678838092,1,0
1,11,2,1,22,2,0.5569272976680384,0.5497128426540671,0,3,-1.0605970327519312,1,1
4,13,9,7,22,4,0.6666666666666666,0.5457627118644067,3,3,-1.4129697842911138,0,0
1,17,10,3,20,4,0.6666666666666666,0.5515294974508376,0,1,-0.5959315217213044,1,1
4,15,12,2,11,4,0.6,0.5492640692640692,3,3,1.3067980757429454,0,1
1,1,3,8,5,0,0.550429669832655,0.5515294974508376,0,2,-0.8724150245331881,0,0
4,20,11,1,0,2,0.3949579831932773,0.5497128426540671,3,3,0.7983983589833865,1,1
4,10,10,2,1,0,0.5986394557823129,0.5453419768373516,3,1,0.598720334422751,1,1
4,10,10,1,11,4,0.44155844155844154,0.5067873303167421,3,1,10.47032194652259,0,0
4,22,8,2,1,5,0.4728682170542636,0.5448619976625011,3,1,-0.5724400080897812,0,0
4,20,10,1,21,3,0.7142857142857143,0.5448619976625011,3,3,-0.4533163374719007,1,0
4,1,2,7,7,5,0.38095238095238093,0.5474660586589284,3,2,-0.7009769234843772,0,0
4,22,8,7,8,5,0.7857142857142857,0.5480694980694981,3,1,0.14063585151283295,1,1
2,12,5,6,11,5,0.49411764705882355,0.5455669122890421,2,2,-0.7173043525637466,1,1
4,18,7,2,6,4,0.5942857142857143,0.5696629213483146,3,4,-0.9570510921309846,1,0
4,6,4,2,11,2,0.5046082949308756,0.5474660586589284,3,4,-1.1256568814747818,0,0
4,12,5,2,0,5,0.6341463414634146,0.5448619976625011,3,2,-0.4533163374719007,1,1
1,22,9,1,15,1,0.5357142857142857,0.5448619976625011,0,1,-0.6265871197383748,1,1
4,12,4,2,5,4,0.4857142857142857,0.5480694980694981,3,2,-0.025970645867454997,1,0
4,3,4,1,21,0,0.0,0.5515294974508376,3,2,-0.39267158242186556,0,0
2,20,1,7,15,4,0.481651376146789,0.5455669122890421,2,3,-0.4882204186658507,1,1
1,3,4,2,2,5,0.628032345013477,0.5448619976625011,0,2,-0.5724400080897812,1,1
4,22,7,2,9,0,0.5853658536585366,0.5453419768373516,3,1,0.5737293598157077,1,0
4,3,4,8,6,4,0.5499405469678954,0.5474660586589284,3,2,-0.6926465986153628,0,0
4,18,5,4,1,4,0.550063371356147,0.5453419768373516,3,4,0.798648258733067,1,1
4,22,7,2,11,1,0.5714285714285714,0.5455669122890421,3,1,-0.4007520075411995,1,1
2,12,3,2,9,0,0.5826446280991735,0.5453419768373516,2,2,0.923603131768283,1,1
2,6,8,2,21,0,0.6972477064220184,0.5480694980694981,2,4,-0.10927389455759898,0,1
2,11,3,2,23,6,0.7719298245614035,0.5492640692640692,2,3,1.573368471551406,1,1
0,6,5,2,15,2,0.6972477064220184,0.5453419768373516,1,4,0.8486302079471534,1,1
0,12,1,2,2,2,0.5015511892450879,0.5455669122890421,1,2,-1.1296554335799593,0,0
4,8,11,2,1,2,0.7777777777777778,0.5480694980694981,3,1,-0.025970645867454997,0,0
4,1,3,6,3,1,0.550429669832655,0.5474660586589284,3,2,-0.3012879086123879,0,0
4,12,5,2,13,1,0.53125,0.5522151898734177,3,2,-1.1005825857921532,1,1
2,15,1,5,0,4,0.554670528602462,0.5714285714285714,2,3,0.6242112351500934,1,1
4,8,12,2,16,0,0.4435483870967742,0.5497128426540671,3,1,0.6485356421520927,1,0
4,0,12,1,10,6,0.23529411764705882,0.5497128426540671,3,4,0.5735628449519011,1,1
4,22,7,5,12,0,0.6067415730337079,0.5474660586589284,3,1,-1.1298220439092892,0,0
1,12,6,1,20,2,0.6289308176100629,0.5497128426540671,0,2,0.2736711496673829,1,1
4,22,9,2,7,1,0.6739130434782609,0.5455669122890421,3,1,-1.1504812457524953,1,0
4,13,1,7,5,5,0.5498489425981873,0.5474660586589284,3,3,-0.3450221141747135,0,0
2,21,8,2,1,4,0.5230352303523035,0.5455669122890421,2,4,0.05741586025459239,1,1
4,8,12,6,7,6,0.631578947368421,0.5497128426540671,3,1,-0.10860745357349313,1,1
2,8,10,2,21,5,0.676923076923077,0.5453419768373516,2,1,0.34889397323819293,0,0
4,3,2,2,13,0,0.51625,0.5492640692640692,3,2,1.7066536694556365,0,0
4,3,5,2,15,4,0.592948717948718,0.5453419768373516,3,2,0.9735850809823694,1,1
4,6,4,7,6,6,0.572661217075386,0.5449667654360535,3,4,-0.7340483233773608,0,0
2,10,6,2,9,3,0.5137614678899083,0.5492640692640692,2,1,1.2734767762668877,0,1
1,11,1,5,17,2,0.5398671096345515,0.5474660586589284,0,3,0.056749419270486545,1,1
4,3,4,5,5,6,0.5411051212938005,0.5480694980694981,3,2,0.14063585151283295,1,1
4,7,11,6,22,1,0.38461538461538464,0.5580110497237569,3,3,0.6228783531818817,0,1
1,7,2,6,8,0,0.5340136054421769,0.5474660586589284,0,3,-0.3886730623051357,1,1
2,15,12,7,7,1,0.5495495495495496,0.5474660586589284,2,3,-0.5885175375860764,0,1
4,22,7,6,22,2,0.6428571428571429,0.5449667654360535,3,1,-0.8590031964125767,1,1
4,13,11,5,15,1,0.9333333333333333,0.5578512396694215,3,3,2.7337826241751486,0,1
4,20,10,6,17,4,0.8,0.5515294974508376,3,3,-0.21948418420823293,1,1
4,1,2,6,16,0,0.48,0.5455669122890421,3,2,-0.4757249313623291,1,0
4,7,11,6,18,0,0.3333333333333333,0.5448619976625011,3,3,-0.46414578479259405,0,0
4,22,8,2,6,6,0.5833333333333334,0.5492640692640692,3,1,1.7066536694556365,0,1
4,15,10,6,3,2,0.34375,0.5455669122890421,3,3,-0.12585128686372438,0,0
2,5,11,5,11,6,0.7105263157894737,0.5453419768373516,2,0,0.7486663095189806,1,1
4,3,3,5,0,0,0.6014492753623188,0.5492640692640692,3,2,1.1401915783626573,1,0
4,19,11,1,15,4,0.53156146179402,0.5492640692640692,3,0,1.4067619741711181,1,0
4,15,3,2,16,6,0.5121951219512195,0.5497128426540671,3,3,-0.07112099166292835,1,0
4,10,7,6,15,1,0.5603864734299517,0.5553435114503816,3,1,-0.4857212953811393,0,0
4,17,9,1,4,2,0.41627906976744183,0.5448619976625011,3,1,-0.550781175925831,0,1
4,15,12,5,17,4,0.5458015267175572,0.5337423312883436,3,3,0.9139399240980242,0,0
4,12,2,2,3,5,0.6538461538461539,0.5455669122890421,3,2,-0.8006076012538906,1,1
4,18,4,2,22,4,0.550063371356147,0.5480694980694981,3,4,0.07399325256071777,0,0
0,15,10,2,13,5,0.5970149253731343,0.5480694980694981,1,3,0.02401130334663139,1,1
4,3,1,5,18,4,0.5283230510375772,0.5497128426540671,3,2,-0.2060723561709248,0,0
